DATE,TLAACBW027SBOG
2014-09-24,14973.616
2014-10-01,14997.608
2014-10-08,14937.6687
2014-10-15,15010.8915
2014-10-22,15024.5862
2014-10-29,15022.3189
2014-11-05,14988.2813
2014-11-12,15010.104
2014-11-19,14986.0856
2014-11-26,15101.9577
2014-12-03,15097.8368
2014-12-10,15103.322
2014-12-17,15128.2706
2014-12-24,15077.645
2014-12-31,14933.9544
2015-01-07,15199.9508
2015-01-14,15206.2378
2015-01-21,15225.6564
2015-01-28,15211.1882
2015-02-04,15217.3986
2015-02-11,15189.5788
2015-02-18,15219.7645
2015-02-25,15268.2662
2015-03-04,15282.2402
2015-03-11,15330.9708
2015-03-18,15365.1838
2015-03-25,15371.3983
2015-04-01,15361.3538
2015-04-08,15392.6015
2015-04-15,15387.7055
2015-04-22,15385.0877
2015-04-29,15400.9049
2015-05-06,15389.8617
2015-05-13,15381.0939
2015-05-20,15348.736
2015-05-27,15334.9579
2015-06-03,15330.7266
2015-06-10,15318.7658
2015-06-17,15365.3871
2015-06-24,15327.7918
2015-07-01,15309.4654
2015-07-08,15325.1242
2015-07-15,15389.8349
2015-07-22,15418.0497
2015-07-29,15370.1754
2015-08-05,15373.4481
2015-08-12,15359.2079
2015-08-19,15447.0682
2015-08-26,15500.8763
2015-09-02,15455.4326
2015-09-09,15453.0296
2015-09-16,15417.9394
2015-09-23,15517.2928
2015-09-30,15244.9096
2015-10-07,15576.6753
2015-10-14,15633.9543
2015-10-21,15648.7831
2015-10-28,15611.471
2015-11-04,15645.7497
2015-11-11,15592.8204
2015-11-18,15570.8274
2015-11-25,15549.6766
2015-12-02,15601.5825
2015-12-09,15588.8721
2015-12-16,15586.5928
2015-12-23,15618.8952
2015-12-30,15499.9589
2016-01-06,15623.1095
2016-01-13,15630.2805
2016-01-20,15679.6326
2016-01-27,15631.5963
2016-02-03,15710.1641
2016-02-10,15713.5832
2016-02-17,15712.9901
2016-02-24,15706.8175
2016-03-02,15718.3829
2016-03-09,15755.2565
2016-03-16,15711.4353
2016-03-23,15732.6334
2016-03-30,15703.1431
2016-04-06,15801.7619
2016-04-13,15854.0524
2016-04-20,15855.4391
2016-04-27,15873.7592
2016-05-04,15925.5432
2016-05-11,15913.1043
2016-05-18,15900.5178
2016-05-25,15899.3809
2016-06-01,15925.9381
2016-06-08,15939.2876
2016-06-15,15960.7448
2016-06-22,15960.4996
2016-06-29,15947.128
2016-07-06,16053.7698
2016-07-13,16023.8439
2016-07-20,15998.9177
2016-07-27,16032.0575
2016-08-03,16075.7039
2016-08-10,16055.9602
2016-08-17,16070.1068
2016-08-24,16038.8881
2016-08-31,16041.0816
2016-09-07,16091.6814
2016-09-14,16155.9478
2016-09-21,16048.239
2016-09-28,16028.9673
2016-10-05,15992.326
2016-10-12,16047.7342
2016-10-19,16036.206
2016-10-26,16021.912
2016-11-02,16044.2017
2016-11-09,16026.8031
2016-11-16,16036.755
2016-11-23,16002.9704
2016-11-30,15990.8626
2016-12-07,16050.9729
2016-12-14,16075.2833
2016-12-21,15976.4399
2016-12-28,15992.6933
2017-01-04,16065.7472
2017-01-11,16012.3228
2017-01-18,16070.8269
2017-01-25,16050.8372
2017-02-01,16108.3923
2017-02-08,16117.2472
2017-02-15,16116.8808
2017-02-22,16136.5515
2017-03-01,16186.7496
2017-03-08,16177.9542
2017-03-15,16215.0565
2017-03-22,16182.8055
2017-03-29,16151.8498
2017-04-05,16217.1625
2017-04-12,16209.3092
2017-04-19,16245.6984
2017-04-26,16233.1815
2017-05-03,16220.0899
2017-05-10,16198.4079
2017-05-17,16265.0107
2017-05-24,16277.8903
2017-05-31,16228.3653
2017-06-07,16257.5291
2017-06-14,16222.0589
2017-06-21,16244.2496
2017-06-28,16229.1502
2017-07-05,16266.2619
2017-07-12,16311.6817
2017-07-19,16350.0342
2017-07-26,16415.3835
2017-08-02,16428.303
2017-08-09,16429.0114
2017-08-16,16489.0886
2017-08-23,16471.6087
2017-08-30,16505.8061
2017-09-06,16505.2764
2017-09-13,16532.1976
2017-09-20,16529.0429
2017-09-27,16528.9075
2017-10-04,16571.8343
2017-10-11,16543.9843
2017-10-18,16612.8843
2017-10-25,16602.7875
2017-11-01,16633.5746
2017-11-08,16642.5021
2017-11-15,16657.9435
2017-11-22,16659.1566
2017-11-29,16670.4155
2017-12-06,16729.1156
2017-12-13,16721.1997
2017-12-20,16705.1793
2017-12-27,16732.8023
2018-01-03,16730.0091
2018-01-10,16669.6628
2018-01-17,16703.9362
2018-01-24,16698.7557
2018-01-31,16662.929
2018-02-07,16633.8767
2018-02-14,16682.6474
2018-02-21,16631.6447
2018-02-28,16643.2789
2018-03-07,16608.6957
2018-03-14,16598.0284
2018-03-21,16552.002
2018-03-28,16564.8289
2018-04-04,16575.2656
2018-04-11,16571.1529
2018-04-18,16626.3023
2018-04-25,16628.2293
2018-05-02,16662.9988
2018-05-09,16696.6867
2018-05-16,16668.1464
2018-05-23,16715.6967
2018-05-30,16724.1845
2018-06-06,16700.8524
2018-06-13,16720.7752
2018-06-20,16721.5825
2018-06-27,16764.3482
2018-07-04,16781.4849
2018-07-11,16738.4205
2018-07-18,16746.8815
2018-07-25,16742.6406
2018-08-01,16716.865
2018-08-08,16688.8328
2018-08-15,16724.3383
2018-08-22,16723.7139
2018-08-29,16690.1912
2018-09-05,16699.1211
2018-09-12,16700.8702
2018-09-19,16703.141
2018-09-26,16750.8565
2018-10-03,16815.2935
2018-10-10,16793.9946
2018-10-17,16780.4055
2018-10-24,16829.7542
2018-10-31,16814.8779
2018-11-07,16781.6829
2018-11-14,16825.7929
2018-11-21,16802.0838
2018-11-28,16821.1673
2018-12-05,16881.1934
2018-12-12,16889.9827
2018-12-19,16887.3826
2018-12-26,17006.9984
2019-01-02,17024.5237
2019-01-09,16967.4845
2019-01-16,16925.8264
2019-01-23,16936.3554
2019-01-30,16978.4129
2019-02-06,17000.0244
2019-02-13,17025.2556
2019-02-20,17000.8942
2019-02-27,17040.1292
2019-03-06,17047.0002
2019-03-13,17054.2186
2019-03-20,17085.1591
2019-03-27,17132.2723
2019-04-03,17133.5522
2019-04-10,17097.0106
2019-04-17,17081.0695
2019-04-24,17108.5828
2019-05-01,17120.8661
2019-05-08,17161.8316
2019-05-15,17231.1635
2019-05-22,17147.572
2019-05-29,17163.6433
2019-06-05,17248.557
2019-06-12,17305.4125
2019-06-19,17293.317
2019-06-26,17339.769
2019-07-03,17369.3603
2019-07-10,17327.4051
2019-07-17,17336.0701
2019-07-24,17342.7104
2019-07-31,17355.8538
2019-08-07,17494.7583
2019-08-14,17466.0517
2019-08-21,17441.4565
2019-08-28,17465.1117
2019-09-04,17476.145
2019-09-11,17453.2601
2019-09-18,17430.0441
2019-09-25,17506.7712
2019-10-02,17582.269
2019-10-09,17571.4441
2019-10-16,17586.916
2019-10-23,17571.3323
2019-10-30,17542.7644
2019-11-06,17607.7418
2019-11-13,17624.5707
2019-11-20,17586.4441
2019-11-27,17638.4337
2019-12-04,17670.6274
2019-12-11,17750.6326
2019-12-18,17736.5362
2019-12-25,17725.925
2020-01-01,17667.4102
2020-01-08,17752.5335
2020-01-15,17779.2062
2020-01-22,17742.3468
2020-01-29,17800.0023
2020-02-05,17815.9774
2020-02-12,17784.7799
2020-02-19,17894.5462
2020-02-26,17882.7485
2020-03-04,18119.4983
2020-03-11,18237.7467
2020-03-18,18662.4021
2020-03-25,19311.7385
2020-04-01,19594.7752
2020-04-08,19551.5387
2020-04-15,19935.3665
2020-04-22,20157.3191
2020-04-29,20306.0448
2020-05-06,20289.7994
2020-05-13,20271.1817
2020-05-20,20267.9683
2020-05-27,20203.7513
2020-06-03,20150.8842
2020-06-10,20169.3745
2020-06-17,20166.592
2020-06-24,20132.5106
2020-07-01,20139.7922
2020-07-08,20075.8178
2020-07-15,20043.4834
2020-07-22,19929.6408
2020-07-29,19957.2694
2020-08-05,19994.693
2020-08-12,20017.898
2020-08-19,20033.4875
2020-08-26,20049.0647
2020-09-02,20058.3344
2020-09-09,20094.8737
2020-09-16,20183.2874
2020-09-23,20180.694
2020-09-30,20052.1425
2020-10-07,20114.3872
2020-10-14,20175.2689
2020-10-21,20198.5475
2020-10-28,20201.0003
2020-11-04,20231.4272
2020-11-11,20201.6052
2020-11-18,20225.1576
2020-11-25,20335.8267
2020-12-02,20283.5543
2020-12-09,20307.3259
2020-12-16,20378.0336
2020-12-23,20435.9387
2020-12-30,20493.1434
2021-01-06,20499.3384
2021-01-13,20484.8863
2021-01-20,20505.7322
2021-01-27,20558.3445
2021-02-03,20578.3165
2021-02-10,20660.3411
2021-02-17,20731.4819
2021-02-24,20719.347
2021-03-03,20763.3634
2021-03-10,20819.422
2021-03-17,20957.7198
2021-03-24,21013.2078
2021-03-31,20969.5392
2021-04-07,21167.4299
2021-04-14,21257.8221
2021-04-21,21320.8911
2021-04-28,21438.0508
2021-05-05,21479.5509
2021-05-12,21496.6185
2021-05-19,21432.4515
2021-05-26,21449.2766
2021-06-02,21469.4755
2021-06-09,21574.0592
2021-06-16,21559.5008
2021-06-23,21587.1692
2021-06-30,21375.6748
2021-07-07,21569.1675
2021-07-14,21660.4901
2021-07-21,21720.2004
2021-07-28,21751.0731
2021-08-04,21847.669
2021-08-11,21858.697
2021-08-18,22007.959
2021-08-25,22018.4509
2021-09-01,22096.9763
2021-09-08,22066.4348
2021-09-15,22175.0107
2021-09-22,22171.8116
2021-09-29,22197.2056
2021-10-06,22264.4271
2021-10-13,22316.9328
2021-10-20,22368.4068
2021-10-27,22376.561
2021-11-03,22447.4953
2021-11-10,22450.7814
2021-11-17,22466.6504
2021-11-24,22493.7566
2021-12-01,22602.4464
2021-12-08,22562.5662
2021-12-15,22533.3204
2021-12-22,22605.9473
2021-12-29,22572.452
2022-01-05,22672.5789
2022-01-12,22528.9264
2022-01-19,22541.1248
2022-01-26,22569.1593
2022-02-02,22526.2984
2022-02-09,22531.7261
2022-02-16,22505.189
2022-02-23,22511.5996
2022-03-02,22659.5847
2022-03-09,22690.6788
2022-03-16,22581.7578
2022-03-23,22579.6037
2022-03-30,22644.5579
2022-04-06,22716.3828
2022-04-13,22784.2674
2022-04-20,22585.5636
2022-04-27,22621.8425
2022-05-04,22628.501
2022-05-11,22627.1727
2022-05-18,22638.1226
2022-05-25,22691.4591
2022-06-01,22718.2794
2022-06-08,22660.496
2022-06-15,22643.2434
2022-06-22,22734.8623
2022-06-29,22775.745
2022-07-06,22892.4893
2022-07-13,22895.8742
2022-07-20,22857.8368
2022-07-27,22902.0733
2022-08-03,22979.318
2022-08-10,23015.6131
2022-08-17,22999.6196
2022-08-24,23018.8625
2022-08-31,22930.7086
2022-09-07,22875.6914
2022-09-14,22865.0443
2022-09-21,22812.5019
2022-09-28,22849.3624
2022-10-05,22778.4806
2022-10-12,22755.2573
2022-10-19,22773.1726
2022-10-26,22832.5144
2022-11-02,22745.9049
2022-11-09,22765.1629
2022-11-16,22852.2515
2022-11-23,22928.0381
2022-11-30,22808.0
2022-12-07,22898.3531
2022-12-14,22926.1819
2022-12-21,22912.3447
2022-12-28,22846.2317
2023-01-04,22922.7028
2023-01-11,22908.1824
2023-01-18,23018.9426
2023-01-25,22941.0195
2023-02-01,23026.8648
2023-02-08,22954.6925
2023-02-15,22990.2702
2023-02-22,22960.8713
2023-03-01,22880.4986
2023-03-08,22822.0046
2023-03-15,23142.156
2023-03-22,23025.4186
2023-03-29,22993.9694
2023-04-05,22920.3832
2023-04-12,22835.0613
2023-04-19,22920.4917
2023-04-26,22931.009
2023-05-03,22920.1067
2023-05-10,22928.7508
2023-05-17,22944.0505
2023-05-24,22962.3613
2023-05-31,22963.617
2023-06-07,22897.7511
2023-06-14,22941.5715
2023-06-21,22959.4271
2023-06-28,22992.4826
2023-07-05,22948.2136
2023-07-12,22828.236
2023-07-19,22900.4424
2023-07-26,22835.3139
2023-08-02,22857.9172
2023-08-09,22811.2911
2023-08-16,22873.7086
2023-08-23,22837.288
2023-08-30,22884.7995
2023-09-06,22878.4217
2023-09-13,22896.7268
2023-09-20,22865.3575
2023-09-27,22946.8029
2023-10-04,22947.227
2023-10-11,22960.4353
2023-10-18,22949.3655
2023-10-25,22962.155
2023-11-01,22986.6199
2023-11-08,22949.2931
2023-11-15,22990.889
2023-11-22,22973.0018
2023-11-29,23032.796
2023-12-06,23068.7185
2023-12-13,23108.4794
2023-12-20,23167.7834
2023-12-27,23260.9915
2024-01-03,23208.5481
2024-01-10,23185.5644
2024-01-17,23265.2901
2024-01-24,23290.7673
2024-01-31,23248.6106
2024-02-07,23303.8894
2024-02-14,23304.827
2024-02-21,23309.5958
2024-02-28,23314.4918
2024-03-06,23314.2633
2024-03-13,23247.495
2024-03-20,23219.2666
2024-03-27,23270.8911
2024-04-03,23264.4476
2024-04-10,23291.7238
2024-04-17,23237.3305
2024-04-24,23246.3192
2024-05-01,23244.0262
2024-05-08,23265.4309
2024-05-15,23347.619
2024-05-22,23335.5667
2024-05-29,23330.148
2024-06-05,23383.6955
2024-06-12,23379.217
2024-06-19,23449.2173
2024-06-26,23510.8797
2024-07-03,23522.8299
