Date,BTC_Supply,BTC_USD,BalanceSheet_FED,BalanceSheet_global,Bitcoin_Wikipedia_Search,Dollar_Index,GLD,HashRate,M2_Liquidity,Miners_Revenue_USD,Mining_Difficulty,Nr_Addresses,Nr_Transactions,OIL_USD,QQQ,TLT,Ten_YR_USA,USD_OnChain_Volume,VIX
2014-09-12,13259775.0,477.73,4421408.0,14866.1192,7804.571428571428,84.23999786376953,118.37999725341795,219521.026673376,11485.7,2299411.27088204,27428630902.2579,161939.14285714287,69752.42857142857,92.2699966430664,91.780029296875,88.83887481689453,2.614000082015991,54602638.80997088,13.3100004196167
2014-09-19,13289875.0,397.67,4449588.0,14950.2295,6878.285714285715,84.80000305175781,117.08999633789062,240220.740405303,11506.0,2409536.9032063526,29829733124.0404,166095.2857142857,74558.14285714286,92.41000366210938,92.46074676513672,89.79479217529297,2.586999893188477,58738763.388430715,12.109999656677246
2014-09-26,13317875.0,404.46,4459050.0,14973.616,7298.428571428572,85.63999938964844,117.05999755859376,260177.353092678,11427.3,1987346.4595642427,34661425923.9769,163668.7142857143,71415.14285714286,93.54000091552734,91.3510284423828,90.89180755615234,2.5350000858306885,54776538.129239984,14.850000381469728
2014-10-03,13342700.0,363.45,4450260.0,14997.608,6548.857142857143,86.69000244140625,114.61000061035156,242947.064808394,11441.2,1561157.9251401143,34661425923.9769,170057.2857142857,72495.28571428571,89.73999786376953,90.78685760498048,92.45359802246094,2.447000026702881,54006101.544357,14.550000190734863
2014-10-10,13369325.0,361.71,4455403.0,14937.6687,6975.0,85.91000366210938,117.58999633789062,276657.26825683,11547.1,1500515.8314666213,35002482026.1332,168913.0,76249.28571428571,85.81999969482422,87.3373794555664,94.29955291748048,2.306999921798706,75430853.88268815,21.239999771118164
2014-10-17,13394825.0,380.48,4474360.0,15010.8915,6328.0,85.19000244140625,118.98999786376952,233157.697776197,11547.5,1636727.8070356115,35002482026.1332,171666.57142857142,72952.57142857143,82.75,86.00567626953125,95.10077667236328,2.1989998817443848,64160748.454477236,21.989999771118164
2014-10-24,13421225.0,355.1,4481616.0,15024.5862,4970.857142857143,85.7300033569336,118.3499984741211,291583.508500603,11560.2,1658618.0792609586,35985640265.0762,173892.33333333334,76087.71428571429,81.01000213623047,91.20301818847656,94.04029846191406,2.2730000019073486,54412093.5877886,16.110000610351562
2014-10-31,13448475.0,337.87,4486754.0,15022.3189,4857.714285714285,86.87999725341797,112.66000366210938,336304.905509898,11516.3,1570794.0106580914,35985640265.0762,179229.57142857142,83889.42857142857,80.54000091552734,93.7739486694336,93.67110443115234,2.3350000381469727,46797290.151176944,14.029999732971191
2014-11-07,13475650.0,341.87,4486585.0,14988.2813,6285.857142857143,87.63999938964844,112.97000122070312,283494.08559306,11565.7,1533151.8575942428,39603666252.4184,176801.7142857143,84634.57142857143,78.6500015258789,93.95890808105467,94.29322052001952,2.312000036239624,54837835.81600557,13.119999885559082
2014-11-14,13501275.0,396.53,4488895.0,15010.104,6392.571428571428,87.52999877929688,114.47000122070312,287431.503448519,11612.1,1540808.8692527872,39603666252.4184,183157.7142857143,84912.14285714286,75.81999969482422,95.45706176757812,94.08849334716795,2.319999933242798,80401279.1900569,13.3100004196167
2014-11-21,13526125.0,351.77,4492759.0,14986.0856,5796.714285714285,88.30999755859375,115.38999938964844,248412.346336535,11633.7,1516894.3717314214,40300030327.8914,178966.57142857142,83138.14285714286,76.51000213623047,96.05817413330078,94.56873321533205,2.315000057220459,69702194.04332176,12.899999618530272
2014-11-28,13551150.0,377.59,4485931.0,15101.9577,13207.714285714286,88.36000061035156,112.11000061035156,310515.432920669,11571.1,1512731.9139460286,40300030327.8914,179598.85714285713,82807.71428571429,66.1500015258789,98.03723907470705,96.45073699951172,2.194000005722046,73410192.694444,13.329999923706056
2014-12-05,13576525.0,377.63,4486190.0,15097.8368,5678.0,89.33000183105469,114.43000030517578,298317.320157643,11659.8,1573652.14081438,40007470271.2713,195757.14285714287,92821.28571428571,65.83999633789062,97.45464324951172,95.5644302368164,2.306999921798706,88994536.10553299,11.890000343322754
2014-12-12,13601525.0,353.4,4488865.0,15103.322,6214.0,88.36000061035156,117.41000366210938,282407.063082569,11715.7,1514102.805290757,40007470271.2713,190407.14285714287,84441.14285714286,57.810001373291016,94.94842529296876,99.67620086669922,2.1029999256134038,77258715.27462418,21.07999992370605
2014-12-19,13625650.0,317.78,4502247.0,15128.2706,5461.714285714285,89.5999984741211,114.7699966430664,243219.983474761,11755.5,1428681.0468730887,39457671307.1387,203814.85714285713,91498.42857142857,56.52000045776367,96.83381652832033,99.33683013916016,2.1760001182556152,69083650.98596786,16.489999771118164
2014-12-26,13651725.0,329.98,4509462.0,15077.645,4204.142857142857,90.02999877929688,114.83000183105467,282449.013067464,11774.6,1414043.3327529759,39457671307.1387,186883.7142857143,84043.85714285714,54.72999954223633,97.50212860107422,98.3925323486328,2.25,55041075.60492162,14.5
2015-01-02,13679775.0,315.21,4497660.0,14933.9544,6764.0,91.08000183105467,114.08000183105467,323243.653100747,11789.7,1537185.4996791543,40640955016.5765,172681.57142857142,76723.85714285714,52.68999862670898,95.5528335571289,100.69391632080078,2.122999906539917,46115859.5246728,17.790000915527344
2015-01-09,13706650.0,287.97,4499524.0,15199.9508,6958.142857142857,91.94000244140624,117.26000213623048,307081.470445709,11820.4,1329253.0802317585,40640955016.5765,194929.2857142857,92950.0,48.36000061035156,95.25582885742188,103.6597137451172,1.9709999561309812,79344211.09329028,17.549999237060547
2015-01-16,13731800.0,206.92,4516077.0,15206.2378,7077.857142857143,92.5199966430664,122.5199966430664,325690.633353804,11797.6,1042162.6373138402,43971662056.0896,215766.2857142857,103805.14285714286,48.68999862670898,93.58496856689452,105.33637237548828,1.815000057220459,74149799.97856571,20.950000762939453
2015-01-23,13755825.0,232.17,4512936.0,15225.6564,5806.857142857143,95.0,124.2300033569336,271044.553932025,11752.4,845011.0367293883,43971662056.0896,202781.14285714287,93394.71428571429,45.59000015258789,96.7781219482422,106.5859375,1.8170000314712524,52640420.4239579,16.65999984741211
2015-01-30,13780650.0,231.84,4500064.0,15211.1882,5640.0,94.8000030517578,123.4499969482422,285184.310867618,11677.4,1127208.2220541385,41272873894.697,195370.0,90714.14285714286,48.2400016784668,93.84486389160156,109.3618621826172,1.6749999523162842,65674524.99911984,20.96999931335449
2015-02-06,13808200.0,222.96,4500348.0,15217.3986,5226.142857142857,94.6999969482422,118.63999938964844,359044.995696641,11778.6,1074264.7497174623,41272873894.697,203435.42857142858,86596.0,51.68999862670898,95.72920989990234,103.78209686279295,1.937999963760376,47969826.12897389,17.290000915527344
2015-02-13,13833675.0,236.17,4501685.0,15189.5788,7021.857142857143,94.1999969482422,117.9800033569336,309384.699957963,11811.8,932499.3519356309,44455415962.3438,210976.0,96320.85714285714,52.77999877929688,99.2379379272461,101.58690643310548,2.0209999084472656,44036515.25504394,14.6899995803833
2015-02-20,13861100.0,244.52,4496851.0,15219.7645,6762.285714285715,94.25,115.27999877929688,366841.858521585,11854.8,1100911.2275464016,44455415962.3438,222750.2857142857,98663.57142857143,50.34000015258789,100.63031768798828,100.27937316894533,2.132999897003174,45959770.08024713,14.300000190734863
