Date,BalanceSheet_global
04/04/18,16575.2656
04/11/18,16571.1529
04/18/18,16626.3023
04/25/18,16628.2293
05/02/18,16662.9988
05/09/18,16696.6867
05/16/18,16668.1464
05/23/18,16715.6967
05/30/18,16724.1845
06/06/18,16700.8524
06/13/18,16720.7752
06/20/18,16721.5825
06/27/18,16764.3482
07/04/18,16781.4849
07/11/18,16738.4205
07/18/18,16746.8815
07/25/18,16742.6406
08/01/18,16716.865
08/08/18,16688.8328
08/15/18,16724.3383
08/22/18,16723.7139
08/29/18,16690.1912
09/05/18,16699.1211
09/12/18,16700.8702
09/19/18,16703.141
09/26/18,16750.8565
10/03/18,16815.2935
10/10/18,16793.9946
10/17/18,16780.4055
10/24/18,16829.7542
10/31/18,16814.8779
11/07/18,16781.6829
11/14/18,16825.7929
11/21/18,16802.0838
11/28/18,16821.1673
12/05/18,16881.1934
12/12/18,16889.9827
12/19/18,16887.3826
12/26/18,17006.9984
01/02/19,17024.5237
01/09/19,16967.4845
01/16/19,16925.8264
01/23/19,16936.3554
01/30/19,16978.4129
02/06/19,17000.0244
02/13/19,17025.2556
02/20/19,17000.8942
02/27/19,17040.1292
03/06/19,17047.0002
03/13/19,17054.2186
03/20/19,17085.1591
03/27/19,17132.2723
04/03/19,17133.5522
04/10/19,17097.0106
04/17/19,17081.0695
04/24/19,17108.5828
05/01/19,17120.8661
05/08/19,17161.8316
05/15/19,17231.1635
05/22/19,17147.572
05/29/19,17163.6433
06/05/19,17248.557
06/12/19,17305.4125
06/19/19,17293.317
06/26/19,17339.769
07/03/19,17369.3603
07/10/19,17327.4051
07/17/19,17336.0701
07/24/19,17342.7104
07/31/19,17355.8538
08/07/19,17494.7583
08/14/19,17466.0517
08/21/19,17441.4565
08/28/19,17465.1117
09/04/19,17476.145
09/11/19,17453.2601
09/18/19,17430.0441
09/25/19,17506.7712
10/02/19,17582.269
10/09/19,17571.4441
10/16/19,17586.916
10/23/19,17571.3323
10/30/19,17542.7644
11/06/19,17607.7418
11/13/19,17624.5707
11/20/19,17586.4441
11/27/19,17638.4337
12/04/19,17670.6274
12/11/19,17750.6326
12/18/19,17736.5362
12/25/19,17725.925
01/01/20,17667.4102
01/08/20,17752.5335
01/15/20,17779.2062
01/22/20,17742.3468
01/29/20,17800.0023
02/05/20,17815.9774
02/12/20,17784.7799
02/19/20,17894.5462
02/26/20,17882.7485
03/04/20,18119.4983
03/11/20,18237.7467
03/18/20,18662.4021
03/25/20,19311.7385
04/01/20,19594.7752
04/08/20,19551.5387
04/15/20,19935.3665
04/22/20,20157.3191
04/29/20,20306.0448
05/06/20,20289.7994
05/13/20,20271.1817
05/20/20,20267.9683
05/27/20,20203.7513
06/03/20,20150.8842
06/10/20,20169.3745
06/17/20,20166.592
06/24/20,20132.5106
07/01/20,20139.7922
07/08/20,20075.8178
07/15/20,20043.4834
07/22/20,19929.6408
07/29/20,19957.2694
08/05/20,19994.693
08/12/20,20017.898
08/19/20,20033.4875
08/26/20,20049.0647
09/02/20,20058.3344
09/09/20,20094.8737
09/16/20,20183.2874
09/23/20,20180.694
09/30/20,20052.1425
10/07/20,20114.3872
10/14/20,20175.2689
10/21/20,20198.5475
10/28/20,20201.0003
11/04/20,20231.4272
11/11/20,20201.6052
11/18/20,20225.1576
11/25/20,20335.8267
12/02/20,20283.5543
12/09/20,20307.3259
12/16/20,20378.0336
12/23/20,20435.9387
12/30/20,20493.1434
01/06/21,20499.3384
01/13/21,20484.8863
01/20/21,20505.7322
01/27/21,20558.3445
02/03/21,20578.3165
02/10/21,20660.3411
02/17/21,20731.4819
02/24/21,20719.347
03/03/21,20763.3634
03/10/21,20819.422
03/17/21,20957.7198
03/24/21,21013.2078
03/31/21,20969.5392
04/07/21,21167.4299
04/14/21,21257.8221
04/21/21,21320.8911
04/28/21,21438.0508
05/05/21,21479.5509
05/12/21,21496.6185
05/19/21,21432.4515
05/26/21,21449.2766
06/02/21,21469.4755
06/09/21,21574.0592
06/16/21,21559.5008
06/23/21,21587.1692
06/30/21,21375.6748
07/07/21,21569.1675
07/14/21,21660.4901
07/21/21,21720.2004
07/28/21,21751.0731
08/04/21,21847.669
08/11/21,21858.697
08/18/21,22007.959
08/25/21,22018.4509
09/01/21,22096.9763
09/08/21,22066.4348
09/15/21,22175.0107
09/22/21,22171.8116
09/29/21,22197.2056
10/06/21,22264.4271
10/13/21,22316.9328
10/20/21,22368.4068
10/27/21,22376.561
11/03/21,22447.4953
11/10/21,22450.7814
11/17/21,22466.6504
11/24/21,22493.7566
12/01/21,22602.4464
12/08/21,22562.5662
12/15/21,22533.3204
12/22/21,22605.9473
12/29/21,22572.452
01/05/22,22672.5789
01/12/22,22528.9264
01/19/22,22541.1248
01/26/22,22569.1593
02/02/22,22526.2984
02/09/22,22531.7261
02/16/22,22505.189
02/23/22,22511.5996
03/02/22,22659.5847
03/09/22,22690.6788
03/16/22,22581.7578
03/23/22,22579.6037
03/30/22,22644.5579
04/06/22,22716.3828
04/13/22,22784.2674
04/20/22,22585.5636
04/27/22,22621.8425
05/04/22,22628.501
05/11/22,22627.1727
05/18/22,22638.1226
05/25/22,22691.4591
06/01/22,22718.2794
06/08/22,22660.496
06/15/22,22643.2434
06/22/22,22734.8623
06/29/22,22775.745
07/06/22,22892.4893
07/13/22,22895.8742
07/20/22,22857.8368
07/27/22,22902.0733
08/03/22,22979.318
08/10/22,23015.6131
08/17/22,22999.6196
08/24/22,23018.8625
08/31/22,22930.7086
09/07/22,22875.6914
09/14/22,22865.0443
09/21/22,22812.5019
09/28/22,22849.3624
10/05/22,22778.4806
10/12/22,22755.2573
10/19/22,22773.1726
10/26/22,22832.5144
11/02/22,22745.9049
11/09/22,22765.1629
11/16/22,22852.2515
11/23/22,22928.0381
11/30/22,22808
12/07/22,22898.3531
12/14/22,22926.1819
12/21/22,22912.3447
12/28/22,22846.2317
01/04/23,22922.7028
01/11/23,22908.1824
01/18/23,23018.9426
01/25/23,22941.0195
02/01/23,23026.8648
02/08/23,22954.6925
02/15/23,22990.2702
02/22/23,22960.8713
03/01/23,22880.4986
03/08/23,22822.0046
03/15/23,23142.156
03/22/23,23025.4186
03/29/23,22993.9694
04/05/23,22920.3832
04/12/23,22835.0613
04/19/23,22920.4917
04/26/23,22931.009
05/03/23,22920.1067
05/10/23,22928.7508
05/17/23,22944.0505
05/24/23,22962.3613
05/31/23,22963.617
06/07/23,22897.7511
06/14/23,22941.5715
06/21/23,22959.4271
06/28/23,22992.4826
07/05/23,22948.2136
07/12/23,22828.236
07/19/23,22900.4424
07/26/23,22835.3139
08/02/23,22857.9172
08/09/23,22811.2911
08/16/23,22873.7086
08/23/23,22837.288
08/30/23,22884.7995
09/06/23,22878.4217
09/13/23,22896.7268
09/20/23,22865.3575
09/27/23,22946.8029
10/04/23,22947.227
10/11/23,22960.4353
10/18/23,22949.3655
10/25/23,22962.155
11/01/23,22986.6199
11/08/23,22949.2931
11/15/23,22990.889
11/22/23,22973.0018
11/29/23,23032.796
12/06/23,23068.7185
12/13/23,23108.4794
12/20/23,23167.7834
12/27/23,23260.9915
01/03/24,23208.5481
01/10/24,23185.5644
01/17/24,23265.2901
01/24/24,23290.7673
01/31/24,23248.6106
02/07/24,23303.8894
02/14/24,23304.827
02/21/24,23309.5958
02/28/24,23314.4918
03/06/24,23314.2633
03/13/24,23247.495
03/20/24,23219.2666
03/27/24,23270.8911
04/03/24,23265.4271
04/10/24,23292.4665
04/17/24,23237.8397
04/24/24,23246.5846
05/01/24,23243.88
05/08/24,23265.3691
05/15/24,23347.1875
05/22/24,23335.2192
05/29/24,23330.1818
06/05/24,23384.0579
06/12/24,23379.8425
06/19/24,23449.8538
06/26/24,23509.581
07/03/24,23530.9731
07/10/24,23439.3346
07/17/24,23449.7068
07/24/24,23433.8762
07/31/24,23454.1197
08/07/24,23467.3721
08/14/24,23518.6857
